usuario,fecha,ejercicio,set,peso (kg),reps,rpe,rir,cumplió_objetivo
usuario_strong,2021-09-17 14:07:42,Seated Row (Cable),3,41.25,10,10.0,0.0,True
usuario_strong,2021-09-17 14:07:42,Seated Row (Cable),4,41.25,11,10.0,0.0,True
usuario_strong,2021-09-17 14:07:42,Bent Over One Arm Row (Dumbbell),1,45.0,12,9.5,0.5,True
usuario_strong,2021-09-17 14:07:42,Bent Over One Arm Row (Dumbbell),2,45.0,10,10.0,0.0,True
usuario_strong,2021-09-17 14:07:42,Bent Over One Arm Row (Dumbbell),3,45.0,8,10.0,0.0,True
usuario_strong,2021-09-17 14:07:42,Kneeling Cable Pullover,1,21.25,10,,,True
usuario_strong,2021-09-17 14:07:42,Kneeling Cable Pullover,2,21.25,10,,,True
usuario_strong,2021-09-17 14:07:42,Kneeling Cable Pullover,3,26.25,8,,,True
usuario_strong,2021-09-17 14:07:42,Upright Row (Barbell),1,22.5,6,7.0,3.0,False
usuario_strong,2021-09-17 14:07:42,Upright Row (Barbell),2,22.5,10,9.0,1.0,True
usuario_strong,2021-09-17 14:07:42,Upright Row (Barbell),3,22.5,10,10.0,0.0,True
usuario_strong,2021-09-17 14:07:42,Bicep Curl (Barbell),1,22.5,7,10.0,0.0,True
usuario_strong,2021-09-17 14:07:42,Bicep Curl (Barbell),2,22.5,6,10.0,0.0,False
usuario_strong,2021-09-17 14:07:42,Bicep Curl (Barbell),3,22.5,6,10.0,0.0,False
usuario_strong,2021-09-17 14:07:42,Bicep Curl (Dumbbell),1,18.0,12,,,True
usuario_strong,2021-09-17 14:07:42,Bicep Curl (Dumbbell),2,18.0,10,,,True
usuario_strong,2021-09-17 14:07:42,Bicep Curl (Dumbbell),3,18.0,8,,,True
usuario_strong,2021-09-20 10:37:29,Bench Press (Barbell),1,35.0,12,9.0,1.0,True
usuario_strong,2021-09-20 10:37:29,Bench Press (Barbell),2,35.0,8,10.0,0.0,True
usuario_strong,2021-09-20 10:37:29,Bench Press (Barbell),3,35.0,5,10.0,0.0,False
usuario_strong,2021-09-20 10:37:29,Bench Press (Barbell),4,35.0,7,10.0,0.0,True
usuario_strong,2021-09-20 10:37:29,Incline Cable Chest Fly,1,17.5,10,9.0,1.0,True
usuario_strong,2021-09-20 10:37:29,Incline Cable Chest Fly,2,17.5,10,10.0,0.0,True
usuario_strong,2021-09-20 10:37:29,Incline Cable Chest Fly,3,17.5,6,10.0,0.0,False
usuario_strong,2021-09-20 10:37:29,Incline Cable Chest Fly,4,17.5,5,10.0,0.0,False
usuario_strong,2021-09-20 10:37:29,Incline Cable Chest Fly,5,12.5,10,,,True
usuario_strong,2021-09-20 10:37:29,Overhead Press (Dumbbell),1,14.0,12,8.0,2.0,True
usuario_strong,2021-09-20 10:37:29,Overhead Press (Dumbbell),2,14.0,12,10.0,0.0,True
usuario_strong,2021-09-20 10:37:29,Overhead Press (Dumbbell),3,14.0,12,10.0,0.0,True
usuario_strong,2021-09-20 10:37:29,Overhead Press (Dumbbell),4,14.0,9,10.0,0.0,True
usuario_strong,2021-09-20 10:37:29,Lateral Raise (Cable),1,3.75,20,10.0,0.0,True
usuario_strong,2021-09-20 10:37:29,Lateral Raise (Cable),2,3.75,19,10.0,0.0,True
usuario_strong,2021-09-20 10:37:29,Lateral Raise (Cable),3,3.75,18,10.0,0.0,True
usuario_strong,2021-09-20 10:37:29,Lateral Raise (Cable),4,3.75,19,10.0,0.0,True
usuario_strong,2021-09-20 10:37:29,Triceps Pushdown (Cable - Straight Bar),1,23.75,10,10.0,0.0,True
usuario_strong,2021-09-20 10:37:29,Triceps Pushdown (Cable - Straight Bar),2,23.75,14,10.0,0.0,True
usuario_strong,2021-09-20 10:37:29,Triceps Pushdown (Cable - Straight Bar),3,23.75,10,10.0,0.0,True
usuario_strong,2021-09-20 10:37:29,Triceps Pushdown (Cable - Straight Bar),4,23.75,7,10.0,0.0,True
usuario_strong,2021-09-20 10:37:29,Face Pull (Cable),1,21.25,10,7.0,3.0,True
usuario_strong,2021-09-20 10:37:29,Face Pull (Cable),2,21.25,15,7.5,2.5,True
usuario_strong,2021-09-20 10:37:29,Face Pull (Cable),3,21.25,15,8.5,1.5,True
usuario_strong,2021-09-21 11:35:18,Lat Pull In,1,8.0,15,,,True
usuario_strong,2021-09-21 11:35:18,Lat Pull In,2,8.0,15,,,True
usuario_strong,2021-09-21 11:35:18,Lat Pulldown - Wide Grip (Cable),1,47.0,10,8.0,2.0,True
usuario_strong,2021-09-21 11:35:18,Lat Pulldown - Wide Grip (Cable),2,47.0,13,8.0,2.0,True
usuario_strong,2021-09-21 11:35:18,Lat Pulldown (Cable),1,47.0,13,8.5,1.5,True
usuario_strong,2021-09-21 11:35:18,Lat Pulldown (Cable),2,47.0,13,,,True
usuario_strong,2021-09-21 11:35:18,Lat Pulldown - Underhand Close Grip,1,47.0,10,9.0,1.0,True
usuario_strong,2021-09-21 11:35:18,Lat Pulldown - Underhand Close Grip,2,47.0,13,,,True
usuario_strong,2021-09-21 11:35:18,Bent Over One Arm Row (Dumbbell),1,22.5,24,8.0,2.0,True
usuario_strong,2021-09-21 11:35:18,Bent Over One Arm Row (Dumbbell),2,22.5,18,9.5,0.5,True
usuario_strong,2021-09-21 11:35:18,Bent Over One Arm Row (Dumbbell),3,22.5,18,10.0,0.0,True
usuario_strong,2021-09-21 11:35:18,Incline Row (Dumbbell),1,10.0,10,7.5,2.5,True
usuario_strong,2021-09-21 11:35:18,Incline Row (Dumbbell),2,12.0,12,9.0,1.0,True
usuario_strong,2021-09-21 11:35:18,Incline Row (Dumbbell),3,12.0,13,9.0,1.0,True
usuario_strong,2021-09-21 11:35:18,Bicep Curl (Barbell),1,22.5,10,8.0,2.0,True
usuario_strong,2021-09-21 11:35:18,Bicep Curl (Barbell),2,22.5,10,9.0,1.0,True
usuario_strong,2021-09-21 11:35:18,Bicep Curl (Barbell),3,22.5,10,9.5,0.5,True
usuario_strong,2021-09-21 11:35:18,Bicep Curl (Barbell),4,22.5,7,10.0,0.0,True
usuario_strong,2021-09-21 11:35:18,Incline Curl (Dumbbell),1,14.0,10,7.5,2.5,True
usuario_strong,2021-09-21 11:35:18,Incline Curl (Dumbbell),2,18.0,10,8.0,2.0,True
usuario_strong,2021-09-21 11:35:18,Incline Curl (Dumbbell),3,20.0,7,10.0,0.0,True
usuario_strong,2021-09-23 12:22:03,Overhead Press (Barbell),1,25.0,11,9.0,1.0,True
usuario_strong,2021-09-23 12:22:03,Overhead Press (Barbell),2,25.0,10,9.5,0.5,True
usuario_strong,2021-09-23 12:22:03,Overhead Press (Barbell),3,25.0,7,9.5,0.5,True
usuario_strong,2021-09-23 12:22:03,Overhead Press (Barbell),4,25.0,6,10.0,0.0,False
usuario_strong,2021-09-23 12:22:03,Overhead Press (Barbell),5,25.0,5,10.0,0.0,False
usuario_strong,2021-09-23 12:22:03,Bench Press - Close Grip (Barbell),1,35.0,10,7.0,3.0,True
usuario_strong,2021-09-23 12:22:03,Bench Press - Close Grip (Barbell),2,35.0,10,8.5,1.5,True
usuario_strong,2021-09-23 12:22:03,Bench Press - Close Grip (Barbell),3,35.0,10,9.5,0.5,True
usuario_strong,2021-09-23 12:22:03,Bench Press - Close Grip (Barbell),4,37.5,6,10.0,0.0,False
usuario_strong,2021-09-23 12:22:03,Incline Chest Fly (Dumbbell),1,20.0,10,9.5,0.5,True
usuario_strong,2021-09-23 12:22:03,Incline Chest Fly (Dumbbell),2,20.0,8,10.0,0.0,True
usuario_strong,2021-09-23 12:22:03,Incline Chest Fly (Dumbbell),3,20.0,6,10.0,0.0,False
usuario_strong,2021-09-23 12:22:03,Incline Chest Fly (Dumbbell),4,20.0,6,,,False
usuario_strong,2021-09-23 12:22:03,Reverse Fly (Dumbbell),1,14.0,8,,,True
usuario_strong,2021-09-23 12:22:03,Reverse Fly (Dumbbell),2,12.0,10,9.0,1.0,True
usuario_strong,2021-09-23 12:22:03,Reverse Fly (Dumbbell),3,12.0,10,,,True
usuario_strong,2021-09-23 12:22:03,Lateral Raise (Dumbbell),1,12.0,10,10.0,0.0,True
usuario_strong,2021-09-23 12:22:03,Lateral Raise (Dumbbell),2,12.0,8,10.0,0.0,True
usuario_strong,2021-09-23 12:22:03,Lateral Raise (Dumbbell),3,12.0,8,10.0,0.0,True
usuario_strong,2021-09-23 12:22:03,Triceps Pushdown (Cable - Straight Bar),1,23.75,10,7.0,3.0,True
usuario_strong,2021-09-23 12:22:03,Triceps Pushdown (Cable - Straight Bar),2,23.75,12,8.5,1.5,True
usuario_strong,2021-09-23 12:22:03,Triceps Pushdown (Cable - Straight Bar),3,26.25,10,10.0,0.0,True
usuario_strong,2021-09-23 12:22:03,Triceps Pushdown (Cable - Straight Bar),4,26.25,6,10.0,0.0,False
usuario_strong,2021-09-23 12:22:03,Triceps Pushdown (Cable - Straight Bar),5,26.25,6,10.0,0.0,False
usuario_strong,2021-09-24 12:00:22,Lat Pull In,1,8.75,15,,,True
usuario_strong,2021-09-24 12:00:22,Lat Pull In,2,8.75,15,,,True
usuario_strong,2021-09-24 12:00:22,Lat Pulldown (Cable),1,47.0,11,8.0,2.0,True
usuario_strong,2021-09-24 12:00:22,Lat Pulldown (Cable),2,47.0,10,9.0,1.0,True
usuario_strong,2021-09-24 12:00:22,Lat Pulldown (Cable),3,47.0,10,9.5,0.5,True
usuario_strong,2021-09-24 12:00:22,Seated Row (Cable),1,41.25,12,8.0,2.0,True
usuario_strong,2021-09-24 12:00:22,Seated Row (Cable),2,41.25,12,9.0,1.0,True
usuario_strong,2021-09-24 12:00:22,Seated Row (Cable),3,41.25,13,9.0,1.0,True
usuario_strong,2021-09-24 12:00:22,Seated Row (Cable),4,41.25,12,9.5,0.5,True
usuario_strong,2021-09-24 12:00:22,Bent Over One Arm Row (Dumbbell),1,22.5,22,8.5,1.5,True
usuario_strong,2021-09-24 12:00:22,Bent Over One Arm Row (Dumbbell),2,22.5,20,9.0,1.0,True
usuario_strong,2021-09-24 12:00:22,Bent Over One Arm Row (Dumbbell),3,22.5,26,10.0,0.0,True
usuario_strong,2021-09-24 12:00:22,Upright Row (Barbell),1,22.5,12,8.0,2.0,True
usuario_strong,2021-09-24 12:00:22,Upright Row (Barbell),2,22.5,12,9.0,1.0,True
usuario_strong,2021-09-24 12:00:22,Upright Row (Barbell),3,25.0,12,10.0,0.0,True
usuario_strong,2021-09-24 12:00:22,Upright Row (Barbell),4,25.0,8,,,True
usuario_strong,2021-09-24 12:00:22,Bicep Curl (Barbell),1,22.5,8,10.0,0.0,True
usuario_strong,2021-09-24 12:00:22,Bicep Curl (Barbell),2,22.5,10,10.0,0.0,True
usuario_strong,2021-09-24 12:00:22,Bicep Curl (Barbell),3,22.5,8,10.0,0.0,True
usuario_strong,2021-09-24 12:00:22,Bicep Curl (Barbell),4,22.5,9,10.0,0.0,True
usuario_strong,2021-09-24 12:00:22,Bicep Curl (Dumbbell),1,18.0,12,,,True
usuario_strong,2021-09-24 12:00:22,Bicep Curl (Dumbbell),2,20.0,10,9.5,0.5,True
usuario_strong,2021-09-24 12:00:22,Bicep Curl (Dumbbell),3,20.0,10,9.5,0.5,True
usuario_strong,2021-09-27 11:13:57,Bench Press (Barbell),1,37.5,11,7.5,2.5,True
usuario_strong,2021-09-27 11:13:57,Bench Press (Barbell),2,37.5,11,8.0,2.0,True
usuario_strong,2021-09-27 11:13:57,Bench Press (Barbell),3,37.5,11,10.0,0.0,True
usuario_strong,2021-09-27 11:13:57,Bench Press (Barbell),4,40.0,10,9.0,1.0,True
usuario_strong,2021-09-27 11:13:57,Bench Press (Barbell),5,40.0,8,10.0,0.0,True
usuario_strong,2021-09-27 11:13:57,Bench Press (Barbell),6,40.0,8,10.0,0.0,True
usuario_strong,2021-09-27 11:13:57,Incline Cable Chest Fly,1,17.5,11,9.5,0.5,True
usuario_strong,2021-09-27 11:13:57,Incline Cable Chest Fly,2,17.5,6,10.0,0.0,False
usuario_strong,2021-09-27 11:13:57,Incline Cable Chest Fly,3,17.5,7,10.0,0.0,True
usuario_strong,2021-09-27 11:13:57,Incline Cable Chest Fly,4,17.5,5,10.0,0.0,False
usuario_strong,2021-09-27 11:13:57,Incline Cable Chest Fly,5,12.5,10,10.0,0.0,True
usuario_strong,2021-09-27 11:13:57,Overhead Press (Dumbbell),1,16.0,12,8.0,2.0,True
usuario_strong,2021-09-27 11:13:57,Overhead Press (Dumbbell),2,18.0,12,9.0,1.0,True
usuario_strong,2021-09-27 11:13:57,Overhead Press (Dumbbell),3,18.0,11,10.0,0.0,True
usuario_strong,2021-09-27 11:13:57,Overhead Press (Dumbbell),4,18.0,10,10.0,0.0,True
usuario_strong,2021-09-27 11:13:57,Overhead Press (Dumbbell),5,18.0,8,10.0,0.0,True
usuario_strong,2021-09-27 11:13:57,Lateral Raise (Cable),1,6.25,16,10.0,0.0,True
usuario_strong,2021-09-27 11:13:57,Lateral Raise (Cable),2,3.75,24,10.0,0.0,True
usuario_strong,2021-09-27 11:13:57,Lateral Raise (Cable),3,3.75,24,10.0,0.0,True
usuario_strong,2021-09-27 11:13:57,Lateral Raise (Cable),4,3.75,20,10.0,0.0,True
usuario_strong,2021-09-27 11:13:57,Triceps Pushdown (Cable - Straight Bar),1,26.5,12,10.0,0.0,True
usuario_strong,2021-09-27 11:13:57,Triceps Pushdown (Cable - Straight Bar),2,26.25,10,9.0,1.0,True
usuario_strong,2021-09-27 11:13:57,Triceps Pushdown (Cable - Straight Bar),3,26.25,10,10.0,0.0,True
usuario_strong,2021-09-27 11:13:57,Triceps Pushdown (Cable - Straight Bar),4,26.25,8,10.0,0.0,True
usuario_strong,2021-09-27 11:13:57,Face Pull (Cable),1,21.25,15,8.0,2.0,True
usuario_strong,2021-09-27 11:13:57,Face Pull (Cable),2,21.25,15,7.5,2.5,True
usuario_strong,2021-09-27 11:13:57,Face Pull (Cable),3,21.25,15,8.5,1.5,True
usuario_strong,2021-09-28 11:05:45,Lat Pull In,1,8.0,15,,,True
usuario_strong,2021-09-28 11:05:45,Lat Pull In,2,8.0,15,,,True
usuario_strong,2021-09-28 11:05:45,Lat Pulldown - Wide Grip (Cable),1,47.0,12,8.0,2.0,True
usuario_strong,2021-09-28 11:05:45,Lat Pulldown - Wide Grip (Cable),2,47.0,12,8.0,2.0,True
usuario_strong,2021-09-28 11:05:45,Lat Pulldown (Cable),1,40.0,12,10.0,0.0,True
usuario_strong,2021-09-28 11:05:45,Lat Pulldown (Cable),2,40.0,12,10.0,0.0,True
usuario_strong,2021-09-28 11:05:45,Lat Pulldown - Underhand Close Grip,1,40.0,15,9.0,1.0,True
usuario_strong,2021-09-28 11:05:45,Lat Pulldown - Underhand Close Grip,2,47.0,15,10.0,0.0,True
usuario_strong,2021-09-28 11:05:45,Bent Over One Arm Row (Dumbbell),1,22.5,30,8.0,2.0,True
usuario_strong,2021-09-28 11:05:45,Bent Over One Arm Row (Dumbbell),2,22.5,24,9.5,0.5,True
usuario_strong,2021-09-28 11:05:45,Bent Over One Arm Row (Dumbbell),3,22.5,24,10.0,0.0,True
usuario_strong,2021-09-28 11:05:45,Seated Row (Cable),1,38.75,9,10.0,0.0,True
usuario_strong,2021-09-28 11:05:45,Seated Row (Cable),2,38.25,8,10.0,0.0,True
usuario_strong,2021-09-28 11:05:45,Seated Row (Cable),3,38.25,8,10.0,0.0,True
usuario_strong,2021-09-28 11:05:45,Seated Row (Cable),4,38.25,8,10.0,0.0,True
usuario_strong,2021-09-28 11:05:45,Bicep Curl (Barbell),1,22.5,12,8.5,1.5,True
usuario_strong,2021-09-28 11:05:45,Bicep Curl (Barbell),2,22.5,11,9.0,1.0,True
usuario_strong,2021-09-28 11:05:45,Bicep Curl (Barbell),3,22.5,11,10.0,0.0,True
usuario_strong,2021-09-28 11:05:45,Bicep Curl (Barbell),4,22.5,11,10.0,0.0,True
usuario_strong,2021-09-28 11:05:45,Incline Curl (Dumbbell),1,20.0,10,9.5,0.5,True
usuario_strong,2021-09-28 11:05:45,Incline Curl (Dumbbell),2,20.0,10,10.0,0.0,True
usuario_strong,2021-09-28 11:05:45,Incline Curl (Dumbbell),3,20.0,8,10.0,0.0,True
usuario_strong,2021-09-30 10:13:00,Overhead Press (Barbell),1,25.0,12,9.0,1.0,True
usuario_strong,2021-09-30 10:13:00,Overhead Press (Barbell),2,25.0,10,9.0,1.0,True
usuario_strong,2021-09-30 10:13:00,Overhead Press (Barbell),3,25.0,10,9.5,0.5,True
usuario_strong,2021-09-30 10:13:00,Overhead Press (Barbell),4,25.0,8,10.0,0.0,True
usuario_strong,2021-09-30 10:13:00,Overhead Press (Barbell),5,25.0,8,10.0,0.0,True
usuario_strong,2021-09-30 10:13:00,Bench Press - Close Grip (Barbell),1,40.0,11,8.5,1.5,True
usuario_strong,2021-09-30 10:13:00,Bench Press - Close Grip (Barbell),2,40.0,10,9.5,0.5,True
usuario_strong,2021-09-30 10:13:00,Bench Press - Close Grip (Barbell),3,40.0,9,10.0,0.0,True
usuario_strong,2021-09-30 10:13:00,Bench Press - Close Grip (Barbell),4,40.0,10,10.0,0.0,True
usuario_strong,2021-09-30 10:13:00,Incline Chest Fly (Dumbbell),1,20.0,10,9.5,0.5,True
usuario_strong,2021-09-30 10:13:00,Incline Chest Fly (Dumbbell),2,20.0,10,9.5,0.5,True
usuario_strong,2021-09-30 10:13:00,Incline Chest Fly (Dumbbell),3,20.0,10,10.0,0.0,True
usuario_strong,2021-09-30 10:13:00,Incline Chest Fly (Dumbbell),4,20.0,10,10.0,0.0,True
usuario_strong,2021-09-30 10:13:00,Reverse Fly (Dumbbell),1,13.0,10,8.5,1.5,True
usuario_strong,2021-09-30 10:13:00,Reverse Fly (Dumbbell),2,12.0,12,9.0,1.0,True
usuario_strong,2021-09-30 10:13:00,Reverse Fly (Dumbbell),3,12.0,12,9.0,1.0,True
usuario_strong,2021-09-30 10:13:00,Lateral Raise (Dumbbell),1,12.0,8,8.5,1.5,True
usuario_strong,2021-09-30 10:13:00,Lateral Raise (Dumbbell),2,12.0,12,9.0,1.0,True
usuario_strong,2021-09-30 10:13:00,Lateral Raise (Dumbbell),3,12.0,12,10.0,0.0,True
usuario_strong,2021-09-30 10:13:00,Triceps Pushdown (Cable - Straight Bar),1,26.25,12,7.5,2.5,True
usuario_strong,2021-09-30 10:13:00,Triceps Pushdown (Cable - Straight Bar),2,26.25,12,8.5,1.5,True
usuario_strong,2021-09-30 10:13:00,Triceps Pushdown (Cable - Straight Bar),3,26.25,12,10.0,0.0,True
usuario_strong,2021-09-30 10:13:00,Triceps Pushdown (Cable - Straight Bar),4,26.25,10,10.0,0.0,True
usuario_strong,2021-09-30 10:13:00,Triceps Pushdown (Cable - Straight Bar),5,26.25,8,10.0,0.0,True
usuario_strong,2021-10-01 10:18:28,Lat Pull In,1,8.75,15,,,True
usuario_strong,2021-10-01 10:18:28,Lat Pull In,2,8.75,15,,,True
usuario_strong,2021-10-01 10:18:28,Lat Pulldown (Cable),1,47.0,12,8.5,1.5,True
usuario_strong,2021-10-01 10:18:28,Lat Pulldown (Cable),2,47.0,11,9.0,1.0,True
usuario_strong,2021-10-01 10:18:28,Lat Pulldown (Cable),3,47.0,10,9.5,0.5,True
usuario_strong,2021-10-01 10:18:28,Seated Row (Cable),1,38.75,12,8.0,2.0,True
usuario_strong,2021-10-01 10:18:28,Seated Row (Cable),2,38.75,12,8.5,1.5,True
usuario_strong,2021-10-01 10:18:28,Seated Row (Cable),3,38.75,12,10.0,0.0,True
usuario_strong,2021-10-01 10:18:28,Seated Row (Cable),4,38.75,10,10.0,0.0,True
usuario_strong,2021-10-01 10:18:28,Bent Over One Arm Row (Dumbbell),1,25.0,22,9.0,1.0,True
usuario_strong,2021-10-01 10:18:28,Bent Over One Arm Row (Dumbbell),2,25.0,22,9.5,0.5,True
usuario_strong,2021-10-01 10:18:28,Bent Over One Arm Row (Dumbbell),3,25.0,20,10.0,0.0,True
usuario_strong,2021-10-01 10:18:28,Upright Row (Barbell),1,25.0,12,8.0,2.0,True
