usuario,fecha,ejercicio,set,peso (kg),reps,rpe,rir,cumplió_objetivo
intermedio_1,2025-01-30,remo con barra,1,100.7,8,8.5,1.5,False
intermedio_1,2025-01-30,remo con barra,2,101.7,7,8.8,1.2,False
intermedio_1,2025-01-30,remo con barra,3,102.7,10,8.5,1.5,False
intermedio_1,2025-01-30,remo con barra,4,103.8,10,7.9,2.1,True
intermedio_1,2025-02-02,press banca,1,71.9,10,7.9,2.1,True
intermedio_1,2025-02-02,press banca,2,72.6,5,8.6,1.4,False
intermedio_1,2025-02-02,press banca,3,73.3,10,8.5,1.5,False
intermedio_1,2025-02-02,press banca,4,74.1,8,6.9,3.1,True
intermedio_1,2025-02-04,press banca,1,74.8,7,7.0,3.0,True
intermedio_1,2025-02-04,press banca,2,75.6,5,8.8,1.2,False
intermedio_1,2025-02-04,press banca,3,76.3,9,8.4,1.6,False
intermedio_1,2025-02-04,press banca,4,77.1,7,6.6,3.4,True
intermedio_1,2025-02-06,sentadilla,1,119.8,7,8.3,1.7,False
intermedio_1,2025-02-06,sentadilla,2,121.0,5,6.7,3.3,False
intermedio_1,2025-02-06,sentadilla,3,122.2,8,7.7,2.3,True
intermedio_1,2025-02-10,remo con barra,1,104.8,9,6.8,3.2,True
intermedio_1,2025-02-10,remo con barra,2,105.9,5,7.4,2.6,False
intermedio_1,2025-02-10,remo con barra,3,106.9,9,8.3,1.7,False
intermedio_1,2025-02-13,dominadas,1,20.1,10,6.5,3.5,True
intermedio_1,2025-02-13,dominadas,2,20.3,10,6.6,3.4,True
intermedio_1,2025-02-13,dominadas,3,20.5,6,7.2,2.8,False
intermedio_1,2025-02-16,dominadas,1,20.7,10,7.7,2.3,True
intermedio_1,2025-02-16,dominadas,2,20.9,9,8.5,1.5,False
intermedio_1,2025-02-16,dominadas,3,21.1,6,6.5,3.5,False
intermedio_1,2025-02-22,press banca,1,77.8,9,8.9,1.1,False
intermedio_1,2025-02-22,press banca,2,78.6,7,7.9,2.1,True
intermedio_1,2025-02-22,press banca,3,79.4,6,7.2,2.8,False
intermedio_1,2025-02-23,dominadas,1,21.3,7,7.7,2.3,True
intermedio_1,2025-02-23,dominadas,2,21.5,8,6.6,3.4,True
intermedio_1,2025-02-23,dominadas,3,21.8,7,6.7,3.3,True
intermedio_1,2025-02-26,peso muerto,1,127.1,7,6.8,3.2,True
intermedio_1,2025-02-26,peso muerto,2,128.4,5,6.9,3.1,False
intermedio_1,2025-02-26,peso muerto,3,129.7,6,8.4,1.6,False
intermedio_1,2025-02-27,dominadas,1,22.0,10,7.9,2.1,True
intermedio_1,2025-02-27,dominadas,2,22.2,10,8.4,1.6,False
intermedio_1,2025-02-27,dominadas,3,22.4,7,7.9,2.1,True
intermedio_1,2025-02-27,dominadas,4,22.6,6,8.4,1.6,False
intermedio_1,2025-03-01,sentadilla,1,123.5,7,7.8,2.2,True
intermedio_1,2025-03-01,sentadilla,2,124.7,7,6.8,3.2,True
intermedio_1,2025-03-01,sentadilla,3,125.9,10,6.8,3.2,True
intermedio_1,2025-03-01,sentadilla,4,127.2,5,7.1,2.9,False
intermedio_1,2025-03-01,sentadilla,5,128.5,9,8.6,1.4,False
intermedio_1,2025-03-03,peso muerto,1,131.0,8,8.7,1.3,False
intermedio_1,2025-03-03,peso muerto,2,132.3,6,6.9,3.1,False
intermedio_1,2025-03-03,peso muerto,3,133.6,5,6.9,3.1,False
intermedio_1,2025-03-03,peso muerto,4,134.9,8,6.8,3.2,True
intermedio_1,2025-03-03,peso muerto,5,136.3,5,8.4,1.6,False
intermedio_1,2025-03-05,remo con barra,1,108.0,7,8.1,1.9,False
intermedio_1,2025-03-05,remo con barra,2,109.1,5,7.5,2.5,False
intermedio_1,2025-03-05,remo con barra,3,110.1,9,8.3,1.7,False
intermedio_1,2025-03-05,remo con barra,4,111.3,8,8.1,1.9,False
intermedio_1,2025-03-05,remo con barra,5,112.4,8,8.4,1.6,False
intermedio_1,2025-03-06,sentadilla,1,129.7,10,8.1,1.9,False
intermedio_1,2025-03-06,sentadilla,2,131.0,8,7.0,3.0,True
intermedio_1,2025-03-06,sentadilla,3,132.4,7,6.9,3.1,True
intermedio_1,2025-03-06,sentadilla,4,133.7,6,6.9,3.1,False
intermedio_1,2025-03-09,remo con barra,1,113.5,7,8.5,1.5,False
intermedio_1,2025-03-09,remo con barra,2,114.6,5,7.4,2.6,False
intermedio_1,2025-03-09,remo con barra,3,115.8,10,8.0,2.0,True
intermedio_1,2025-03-11,sentadilla,1,135.0,10,8.1,1.9,False
intermedio_1,2025-03-11,sentadilla,2,136.4,8,7.0,3.0,True
intermedio_1,2025-03-11,sentadilla,3,137.7,7,8.9,1.1,False
intermedio_1,2025-03-11,sentadilla,4,139.1,10,7.9,2.1,True
intermedio_1,2025-03-11,sentadilla,5,140.5,7,7.6,2.4,True
intermedio_1,2025-03-14,sentadilla,1,141.9,10,8.9,1.1,False
intermedio_1,2025-03-14,sentadilla,2,143.3,5,7.4,2.6,False
intermedio_1,2025-03-14,sentadilla,3,144.8,7,6.8,3.2,True
intermedio_1,2025-03-14,sentadilla,4,146.2,6,7.0,3.0,False
intermedio_1,2025-03-17,peso muerto,1,137.7,8,7.2,2.8,True
intermedio_1,2025-03-17,peso muerto,2,139.0,7,7.9,2.1,True
intermedio_1,2025-03-17,peso muerto,3,140.4,7,7.8,2.2,True
intermedio_1,2025-03-17,peso muerto,4,141.8,5,6.8,3.2,False
intermedio_1,2025-03-17,peso muerto,5,143.3,10,8.4,1.6,False
intermedio_1,2025-03-18,peso muerto,1,144.7,9,8.2,1.8,False
intermedio_1,2025-03-18,peso muerto,2,146.1,6,7.1,2.9,False
intermedio_1,2025-03-18,peso muerto,3,147.6,6,7.3,2.7,False
intermedio_1,2025-03-18,peso muerto,4,149.1,9,8.9,1.1,False
intermedio_1,2025-03-22,press banca,1,80.2,7,8.9,1.1,False
intermedio_1,2025-03-22,press banca,2,81.0,7,8.9,1.1,False
intermedio_1,2025-03-22,press banca,3,81.8,6,8.1,1.9,False
intermedio_1,2025-03-22,press banca,4,82.6,7,7.3,2.7,True
intermedio_1,2025-03-22,press banca,5,83.5,8,7.1,2.9,True
intermedio_1,2025-03-25,dominadas,1,22.9,10,6.6,3.4,True
intermedio_1,2025-03-25,dominadas,2,23.1,5,7.4,2.6,False
intermedio_1,2025-03-25,dominadas,3,23.3,5,6.7,3.3,False
intermedio_1,2025-03-25,dominadas,4,23.6,8,8.3,1.7,False
intermedio_1,2025-03-27,press banca,1,84.3,7,6.6,3.4,True
intermedio_1,2025-03-27,press banca,2,85.1,5,8.8,1.2,False
intermedio_1,2025-03-27,press banca,3,86.0,9,6.6,3.4,True
intermedio_1,2025-03-27,press banca,4,86.9,8,7.9,2.1,True
intermedio_1,2025-03-29,dominadas,1,23.8,9,7.1,2.9,True
intermedio_1,2025-03-29,dominadas,2,24.0,5,8.2,1.8,False
intermedio_1,2025-03-29,dominadas,3,24.3,10,8.7,1.3,False
intermedio_1,2025-03-29,dominadas,4,24.5,7,7.6,2.4,True
intermedio_1,2025-03-29,dominadas,5,24.8,9,8.0,2.0,True
novato_2,2025-01-02,press banca,1,31.3,8,9.0,1.0,False
novato_2,2025-01-02,press banca,2,31.5,6,7.6,2.4,False
novato_2,2025-01-02,press banca,3,31.7,5,8.1,1.9,False
novato_2,2025-01-02,press banca,4,31.8,8,8.2,1.8,False
novato_2,2025-01-02,press banca,5,32.0,10,9.8,0.2,False
novato_2,2025-01-03,remo con barra,1,49.5,8,8.4,1.6,False
novato_2,2025-01-03,remo con barra,2,49.7,6,9.0,1.0,False
novato_2,2025-01-03,remo con barra,3,50.0,6,7.6,2.4,False
novato_2,2025-01-03,remo con barra,4,50.2,6,7.7,2.3,False
novato_2,2025-01-03,remo con barra,5,50.5,9,7.9,2.1,True
novato_2,2025-01-05,press banca,1,32.1,8,9.8,0.2,False
novato_2,2025-01-05,press banca,2,32.3,6,7.6,2.4,False
novato_2,2025-01-05,press banca,3,32.5,8,9.3,0.7,False
novato_2,2025-01-07,remo con barra,1,50.7,5,7.8,2.2,False
novato_2,2025-01-07,remo con barra,2,51.0,10,9.5,0.5,False
novato_2,2025-01-07,remo con barra,3,51.2,8,9.0,1.0,False
novato_2,2025-01-07,remo con barra,4,51.5,8,9.1,0.9,False
novato_2,2025-01-08,sentadilla,1,68.5,6,8.3,1.7,False
novato_2,2025-01-08,sentadilla,2,68.8,7,7.7,2.3,True
novato_2,2025-01-08,sentadilla,3,69.2,5,8.4,1.6,False
novato_2,2025-01-08,sentadilla,4,69.5,8,9.2,0.8,False
novato_2,2025-01-08,sentadilla,5,69.9,10,8.1,1.9,False
novato_2,2025-01-11,peso muerto,1,64.2,10,7.6,2.4,True
novato_2,2025-01-11,peso muerto,2,64.5,7,8.8,1.2,False
novato_2,2025-01-11,peso muerto,3,64.8,10,7.5,2.5,True
novato_2,2025-01-12,remo con barra,1,51.7,8,8.7,1.3,False
novato_2,2025-01-12,remo con barra,2,52.0,10,9.4,0.6,False
novato_2,2025-01-12,remo con barra,3,52.2,8,9.1,0.9,False
novato_2,2025-01-13,dominadas,1,0.0,6,8.0,2.0,False
novato_2,2025-01-13,dominadas,2,0.0,10,8.0,2.0,True
novato_2,2025-01-13,dominadas,3,0.0,9,8.4,1.6,False
novato_2,2025-01-13,dominadas,4,0.0,6,8.7,1.3,False
novato_2,2025-01-13,dominadas,5,0.0,7,8.4,1.6,False
novato_2,2025-01-15,remo con barra,1,52.5,5,9.6,0.4,False
novato_2,2025-01-15,remo con barra,2,52.8,6,8.0,2.0,False
novato_2,2025-01-15,remo con barra,3,53.0,9,7.9,2.1,True
novato_2,2025-01-15,remo con barra,4,53.3,6,9.0,1.0,False
novato_2,2025-01-18,press banca,1,32.6,10,8.8,1.2,False
novato_2,2025-01-18,press banca,2,32.8,8,8.6,1.4,False
novato_2,2025-01-18,press banca,3,32.9,5,9.9,0.1,False
novato_2,2025-01-18,press banca,4,33.1,6,8.2,1.8,False
novato_2,2025-01-20,press banca,1,33.3,5,10.0,0.0,False
novato_2,2025-01-20,press banca,2,33.4,10,7.6,2.4,True
novato_2,2025-01-20,press banca,3,33.6,8,8.3,1.7,False
novato_2,2025-01-20,press banca,4,33.8,7,7.9,2.1,True
novato_2,2025-01-24,dominadas,1,0.0,7,8.2,1.8,False
novato_2,2025-01-24,dominadas,2,0.0,8,9.7,0.3,False
novato_2,2025-01-24,dominadas,3,0.0,5,9.3,0.7,False
novato_2,2025-01-26,peso muerto,1,65.2,8,9.6,0.4,False
novato_2,2025-01-26,peso muerto,2,65.5,10,8.8,1.2,False
novato_2,2025-01-26,peso muerto,3,65.8,6,8.8,1.2,False
novato_2,2025-01-26,peso muerto,4,66.1,8,9.3,0.7,False
novato_2,2025-01-29,sentadilla,1,70.2,5,10.0,0.0,False
novato_2,2025-01-29,sentadilla,2,70.6,6,8.9,1.1,False
novato_2,2025-01-29,sentadilla,3,70.9,8,9.6,0.4,False
novato_2,2025-01-29,sentadilla,4,71.3,6,8.8,1.2,False
novato_2,2025-01-29,sentadilla,5,71.6,5,7.8,2.2,False
novato_2,2025-02-01,peso muerto,1,66.5,9,8.0,2.0,True
novato_2,2025-02-01,peso muerto,2,66.8,6,7.7,2.3,False
novato_2,2025-02-01,peso muerto,3,67.1,8,9.7,0.3,False
novato_2,2025-02-04,peso muerto,1,67.5,10,8.3,1.7,False
novato_2,2025-02-04,peso muerto,2,67.8,7,8.3,1.7,False
novato_2,2025-02-04,peso muerto,3,68.1,7,9.5,0.5,False
novato_2,2025-02-08,remo con barra,1,53.6,6,9.8,0.2,False
novato_2,2025-02-08,remo con barra,2,53.8,5,9.2,0.8,False
novato_2,2025-02-08,remo con barra,3,54.1,5,9.5,0.5,False
novato_2,2025-02-08,remo con barra,4,54.4,10,8.2,1.8,False
novato_2,2025-02-08,remo con barra,5,54.6,6,9.1,0.9,False
novato_2,2025-02-12,dominadas,1,0.0,7,9.7,0.3,False
novato_2,2025-02-12,dominadas,2,0.0,9,8.1,1.9,False
novato_2,2025-02-12,dominadas,3,0.0,7,9.6,0.4,False
novato_2,2025-02-12,dominadas,4,0.0,6,8.4,1.6,False
novato_2,2025-02-14,press banca,1,33.9,5,7.9,2.1,False
novato_2,2025-02-14,press banca,2,34.1,8,8.6,1.4,False
novato_2,2025-02-14,press banca,3,34.3,6,8.6,1.4,False
novato_2,2025-02-14,press banca,4,34.5,5,9.3,0.7,False
novato_2,2025-02-14,press banca,5,34.6,8,9.3,0.7,False
novato_2,2025-02-19,remo con barra,1,54.9,5,8.3,1.7,False
novato_2,2025-02-19,remo con barra,2,55.2,7,8.6,1.4,False
novato_2,2025-02-19,remo con barra,3,55.5,8,9.2,0.8,False
novato_2,2025-02-19,remo con barra,4,55.7,6,8.2,1.8,False
novato_2,2025-02-19,remo con barra,5,56.0,6,7.6,2.4,False
novato_2,2025-02-22,remo con barra,1,56.3,10,8.7,1.3,False
novato_2,2025-02-22,remo con barra,2,56.6,7,9.6,0.4,False
novato_2,2025-02-22,remo con barra,3,56.9,5,9.2,0.8,False
novato_2,2025-02-22,remo con barra,4,57.2,6,8.0,2.0,False
novato_2,2025-02-22,remo con barra,5,57.4,9,9.3,0.7,False
novato_2,2025-02-24,dominadas,1,0.0,7,8.2,1.8,False
novato_2,2025-02-24,dominadas,2,0.0,6,7.9,2.1,False
novato_2,2025-02-24,dominadas,3,0.0,7,9.6,0.4,False
novato_2,2025-02-26,dominadas,1,0.0,7,9.0,1.0,False
novato_2,2025-02-26,dominadas,2,0.0,10,9.7,0.3,False
novato_2,2025-02-26,dominadas,3,0.0,5,8.2,1.8,False
novato_2,2025-02-26,dominadas,4,0.0,5,9.5,0.5,False
novato_2,2025-02-27,sentadilla,1,72.0,10,8.8,1.2,False
novato_2,2025-02-27,sentadilla,2,72.3,10,8.3,1.7,False
novato_2,2025-02-27,sentadilla,3,72.7,5,9.6,0.4,False
novato_2,2025-02-27,sentadilla,4,73.1,9,8.3,1.7,False
novato_2,2025-03-03,dominadas,1,0.0,7,8.2,1.8,False
novato_2,2025-03-03,dominadas,2,0.0,9,8.9,1.1,False
novato_2,2025-03-03,dominadas,3,0.0,7,8.5,1.5,False
novato_2,2025-03-03,dominadas,4,0.0,5,8.9,1.1,False
novato_2,2025-03-03,dominadas,5,0.0,7,9.5,0.5,False
novato_2,2025-03-06,press banca,1,34.8,5,7.9,2.1,False
novato_2,2025-03-06,press banca,2,35.0,7,9.4,0.6,False
novato_2,2025-03-06,press banca,3,35.1,10,9.9,0.1,False
novato_2,2025-03-09,remo con barra,1,57.7,9,7.7,2.3,True
novato_2,2025-03-09,remo con barra,2,58.0,9,9.3,0.7,False
novato_2,2025-03-09,remo con barra,3,58.3,8,9.7,0.3,False
novato_2,2025-03-09,remo con barra,4,58.6,9,9.1,0.9,False
novato_2,2025-03-09,remo con barra,5,58.9,7,8.5,1.5,False
novato_2,2025-03-13,dominadas,1,0.0,5,7.9,2.1,False
novato_2,2025-03-13,dominadas,2,0.0,10,8.0,2.0,True
novato_2,2025-03-13,dominadas,3,0.0,10,9.3,0.7,False
novato_2,2025-03-15,press banca,1,35.3,7,9.1,0.9,False
novato_2,2025-03-15,press banca,2,35.5,5,8.6,1.4,False
novato_2,2025-03-15,press banca,3,35.7,7,9.6,0.4,False
novato_2,2025-03-16,press banca,1,35.9,9,7.8,2.2,True
novato_2,2025-03-16,press banca,2,36.0,6,9.5,0.5,False
novato_2,2025-03-16,press banca,3,36.2,6,9.2,0.8,False
novato_2,2025-03-16,press banca,4,36.4,10,8.0,2.0,True
novato_2,2025-03-17,dominadas,1,0.0,10,8.8,1.2,False
novato_2,2025-03-17,dominadas,2,0.0,5,7.8,2.2,False
novato_2,2025-03-17,dominadas,3,0.0,6,8.4,1.6,False
novato_2,2025-03-17,dominadas,4,0.0,9,9.2,0.8,False
novato_2,2025-03-17,dominadas,5,0.0,7,8.9,1.1,False
novato_2,2025-03-22,remo con barra,1,59.2,7,7.9,2.1,True
novato_2,2025-03-22,remo con barra,2,59.5,5,10.0,0.0,False
novato_2,2025-03-22,remo con barra,3,59.8,5,7.9,2.1,False
novato_2,2025-03-24,press banca,1,36.6,9,8.6,1.4,False
novato_2,2025-03-24,press banca,2,36.8,8,9.7,0.3,False
novato_2,2025-03-24,press banca,3,36.9,9,8.7,1.3,False
novato_2,2025-03-24,press banca,4,37.1,8,7.8,2.2,True
novato_2,2025-03-25,peso muerto,1,68.5,5,9.2,0.8,False
novato_2,2025-03-25,peso muerto,2,68.8,9,8.2,1.8,False
novato_2,2025-03-25,peso muerto,3,69.2,9,9.0,1.0,False
novato_2,2025-03-25,peso muerto,4,69.5,5,8.5,1.5,False
novato_2,2025-03-25,peso muerto,5,69.9,7,9.4,0.6,False
novato_2,2025-03-28,remo con barra,1,60.1,9,7.8,2.2,True
novato_2,2025-03-28,remo con barra,2,60.4,9,9.4,0.6,False
novato_2,2025-03-28,remo con barra,3,60.7,5,8.9,1.1,False
novato_2,2025-03-28,remo con barra,4,61.0,8,9.4,0.6,False
novato_3,2025-01-01,peso muerto,1,40.9,9,9.7,0.3,False
novato_3,2025-01-01,peso muerto,2,41.1,6,9.4,0.6,False
novato_3,2025-01-01,peso muerto,3,41.3,10,8.2,1.8,False
novato_3,2025-01-01,peso muerto,4,41.5,8,9.2,0.8,False
novato_3,2025-01-01,peso muerto,5,41.7,7,8.8,1.2,False
novato_3,2025-01-02,remo con barra,1,57.6,7,7.6,2.4,True
novato_3,2025-01-02,remo con barra,2,57.9,8,9.4,0.6,False
novato_3,2025-01-02,remo con barra,3,58.2,9,8.7,1.3,False
novato_3,2025-01-02,remo con barra,4,58.5,5,9.2,0.8,False
novato_3,2025-01-02,remo con barra,5,58.8,7,7.9,2.1,True
novato_3,2025-01-06,peso muerto,1,41.9,9,8.1,1.9,False
novato_3,2025-01-06,peso muerto,2,42.1,10,9.6,0.4,False
novato_3,2025-01-06,peso muerto,3,42.4,5,9.8,0.2,False
novato_3,2025-01-10,sentadilla,1,48.1,9,9.1,0.9,False
novato_3,2025-01-10,sentadilla,2,48.3,8,8.8,1.2,False
novato_3,2025-01-10,sentadilla,3,48.6,7,9.2,0.8,False
novato_3,2025-01-11,sentadilla,1,48.8,5,9.3,0.7,False
novato_3,2025-01-11,sentadilla,2,49.0,7,7.6,2.4,True
novato_3,2025-01-11,sentadilla,3,49.3,8,9.8,0.2,False
novato_3,2025-01-16,sentadilla,1,49.5,6,9.5,0.5,False
novato_3,2025-01-16,sentadilla,2,49.8,5,7.9,2.1,False
novato_3,2025-01-16,sentadilla,3,50.0,7,8.5,1.5,False
novato_3,2025-01-16,sentadilla,4,50.3,6,8.1,1.9,False
novato_3,2025-01-16,sentadilla,5,50.5,6,9.0,1.0,False
novato_3,2025-01-18,press banca,1,58.7,7,9.4,0.6,False
novato_3,2025-01-18,press banca,2,59.0,5,7.9,2.1,False
novato_3,2025-01-18,press banca,3,59.3,5,9.0,1.0,False
novato_3,2025-01-18,press banca,4,59.6,9,9.7,0.3,False
novato_3,2025-01-20,sentadilla,1,50.8,9,9.3,0.7,False
novato_3,2025-01-20,sentadilla,2,51.0,9,9.4,0.6,False
novato_3,2025-01-20,sentadilla,3,51.3,10,9.2,0.8,False
novato_3,2025-01-23,dominadas,1,0.0,8,9.0,1.0,False
novato_3,2025-01-23,dominadas,2,0.0,6,7.8,2.2,False
novato_3,2025-01-23,dominadas,3,0.0,6,8.2,1.8,False
novato_3,2025-01-23,dominadas,4,0.0,5,8.1,1.9,False
novato_3,2025-01-23,dominadas,5,0.0,8,9.8,0.2,False
novato_3,2025-01-26,dominadas,1,0.0,10,9.0,1.0,False
novato_3,2025-01-26,dominadas,2,0.0,8,7.7,2.3,True
novato_3,2025-01-26,dominadas,3,0.0,6,9.8,0.2,False
novato_3,2025-01-30,dominadas,1,0.0,5,8.3,1.7,False
novato_3,2025-01-30,dominadas,2,0.0,6,8.2,1.8,False
novato_3,2025-01-30,dominadas,3,0.0,6,8.7,1.3,False
novato_3,2025-01-31,remo con barra,1,59.1,5,8.7,1.3,False
novato_3,2025-01-31,remo con barra,2,59.4,7,7.6,2.4,True
novato_3,2025-01-31,remo con barra,3,59.7,5,9.9,0.1,False
novato_3,2025-01-31,remo con barra,4,60.0,7,9.2,0.8,False
novato_3,2025-02-03,dominadas,1,0.0,6,8.8,1.2,False
novato_3,2025-02-03,dominadas,2,0.0,5,8.5,1.5,False
novato_3,2025-02-03,dominadas,3,0.0,5,8.2,1.8,False
novato_3,2025-02-03,dominadas,4,0.0,10,9.8,0.2,False
novato_3,2025-02-03,dominadas,5,0.0,8,9.1,0.9,False
novato_3,2025-02-04,dominadas,1,0.0,7,9.1,0.9,False
novato_3,2025-02-04,dominadas,2,0.0,6,9.4,0.6,False
novato_3,2025-02-04,dominadas,3,0.0,6,9.2,0.8,False
novato_3,2025-02-09,peso muerto,1,42.6,9,9.9,0.1,False
novato_3,2025-02-09,peso muerto,2,42.8,6,9.5,0.5,False
novato_3,2025-02-09,peso muerto,3,43.0,5,9.3,0.7,False
novato_3,2025-02-09,peso muerto,4,43.2,7,9.6,0.4,False
novato_3,2025-02-09,peso muerto,5,43.4,10,9.7,0.3,False
novato_3,2025-02-14,remo con barra,1,60.3,7,9.5,0.5,False
novato_3,2025-02-14,remo con barra,2,60.6,6,9.0,1.0,False
novato_3,2025-02-14,remo con barra,3,60.9,6,9.9,0.1,False
novato_3,2025-02-14,remo con barra,4,61.2,10,7.7,2.3,True
novato_3,2025-02-15,press banca,1,59.9,8,9.1,0.9,False
novato_3,2025-02-15,press banca,2,60.2,9,8.9,1.1,False
novato_3,2025-02-15,press banca,3,60.5,10,8.7,1.3,False
novato_3,2025-02-16,peso muerto,1,43.6,10,9.3,0.7,False
novato_3,2025-02-16,peso muerto,2,43.9,5,8.2,1.8,False
novato_3,2025-02-16,peso muerto,3,44.1,9,8.4,1.6,False
novato_3,2025-02-16,peso muerto,4,44.3,5,9.8,0.2,False
novato_3,2025-02-16,peso muerto,5,44.5,9,8.4,1.6,False
novato_3,2025-02-18,remo con barra,1,61.5,5,8.7,1.3,False
novato_3,2025-02-18,remo con barra,2,61.8,5,9.6,0.4,False
novato_3,2025-02-18,remo con barra,3,62.1,8,9.5,0.5,False
novato_3,2025-02-18,remo con barra,4,62.4,9,8.3,1.7,False
novato_3,2025-02-20,remo con barra,1,62.7,10,9.0,1.0,False
novato_3,2025-02-20,remo con barra,2,63.0,7,7.6,2.4,True
novato_3,2025-02-20,remo con barra,3,63.4,6,9.9,0.1,False
novato_3,2025-02-21,dominadas,1,0.0,7,8.3,1.7,False
novato_3,2025-02-21,dominadas,2,0.0,6,8.5,1.5,False
novato_3,2025-02-21,dominadas,3,0.0,5,7.8,2.2,False
novato_3,2025-02-21,dominadas,4,0.0,6,7.6,2.4,False
novato_3,2025-02-23,remo con barra,1,63.7,7,9.9,0.1,False
novato_3,2025-02-23,remo con barra,2,64.0,9,9.4,0.6,False
novato_3,2025-02-23,remo con barra,3,64.3,9,7.8,2.2,True
novato_3,2025-02-25,remo con barra,1,64.6,10,7.7,2.3,True
novato_3,2025-02-25,remo con barra,2,65.0,10,9.3,0.7,False
novato_3,2025-02-25,remo con barra,3,65.3,8,8.6,1.4,False
novato_3,2025-03-01,sentadilla,1,51.5,7,9.8,0.2,False
novato_3,2025-03-01,sentadilla,2,51.8,7,9.2,0.8,False
novato_3,2025-03-01,sentadilla,3,52.1,6,9.5,0.5,False
novato_3,2025-03-01,sentadilla,4,52.3,8,7.7,2.3,True
novato_3,2025-03-01,sentadilla,5,52.6,9,7.7,2.3,True
novato_3,2025-03-03,dominadas,1,0.0,8,8.2,1.8,False
novato_3,2025-03-03,dominadas,2,0.0,8,8.5,1.5,False
